Date,Close,High,Low,Open,Volume,SMA_20,EMA_20,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Middle,BB_Lower,SAR,RSI,STOCH_K,STOCH_D,WILLR,ROC,OBV,AD,MFI,ATR,STDDEV,ADX,PLUS_DI,MINUS_DI,ICHIMOKU_CONV,PIVOT,R1,S1
2010-02-24,13.510088920593262,13.581880814503727,13.379556167360898,13.392609691654654,51070100,13.0742347240448,13.28784175198808,0.02156665133997393,-0.10849612444612237,0.13006277578609632,13.756409140631527,13.525755310058594,13.29510147948566,12.945988249199344,55.55340565984829,50.757068623334874,66.06350812616074,-13.366598852350524,5.343525357735901,153761500.0,-78072289.88694037,77.0766637807609,0.32908054834087264,0.11532691528646637,25.398370191017424,15.960461427157007,17.18572586447768,,13.490508634152627,13.601461100944357,13.399136453801528
2010-02-25,13.46440601348877,13.483986306368605,13.196814901729368,13.29471512127554,48789400,13.092203283309937,13.304657395940525,0.030751321133003273,-0.08064663533029724,0.11139795646330052,13.718845600511258,13.498343658447265,13.277841716383271,13.02002055040638,54.44951422252509,43.22182731844102,51.24476975971516,-17.258906279055715,4.774002870023919,104972100.0,-35936134.08882438,80.50825030673712,0.32795151052108845,0.11025097103199702,24.643608616846855,14.856730670651478,20.031207899905077,,13.381735740528915,13.566656579328463,13.279485174689226
2010-02-26,13.399136543273926,13.49703548642562,13.33387016622193,13.444822633754542,47795300,13.117267751693726,13.313655409972277,0.032390163704329566,-0.058039275523371875,0.09042943922770144,13.67089956694453,13.460488510131835,13.25007745331914,13.086649621492715,52.83414646551389,52.28373666644874,48.75421086940822,-26.34760189332223,2.3429446988042724,57176800.0,-45495048.22914443,79.61210988291171,0.31618106835556004,0.1052055284063479,23.870469095186532,14.600605223888524,19.283235173869866,,13.41001406530716,13.486157964392389,13.322992644188698
2010-03-01,13.62104320526123,13.666729301534085,13.457877864370884,13.497037197625795,51203300,13.170262479782105,13.342930438095035,0.05100699443920753,-0.03623002153085599,0.08723701597006353,13.67089956694453,13.460488510131835,13.25007745331914,13.146615785470415,57.45546705416571,61.86617612726278,52.45724670405085,-6.536108709244584,2.153698244933433,108380100.0,-16693115.680208586,79.4147314580987,0.3127104747773171,0.1052055284063479,22.25934427925486,17.620701230634914,18.09020019094207,,13.5818834570554,13.705889049739914,13.497037612576714
2010-03-02,13.510088920593262,13.764626420058518,13.431769019683324,13.699360043442336,59399000,13.21091070175171,13.358850293571056,0.05616050014756091,-0.01775191719517261,0.07391241734273352,13.645979230143846,13.50095272064209,13.355926211140334,13.200585333050345,54.5760856000748,62.03469785429289,58.72820354933481,-23.7805171369866,-0.09656525845328501,48981100.0,-48139462.14806211,71.37432647122975,0.31414954089145114,0.07251325475087776,21.037885938612213,18.52308577944899,16.705660306121615,,13.568828120111702,13.70588722054008,13.373029820164886
2010-03-03,13.392614364624023,13.588412317938065,13.34040149408341,13.549252976245862,49909900,13.235973024368286,13.362065919385625,0.05018695172040388,-0.0041641434120573105,0.0543510951324612,13.645230359164236,13.477457809448243,13.30968525973225,13.268270263491326,51.62608918183966,59.565281412976645,61.155385131510776,-37.012632777921965,-0.6776019203648342,-928800.0,-77034641.04119517,64.64769018338434,0.30942534681739425,0.08388627485799625,19.619967692396866,17.45134884079198,17.870631517885506,,13.440476058881833,13.540550623680256,13.292539799825601
2010-03-04,13.399136543273926,13.451349395945003,13.222917698689317,13.444822633754542,62750100,13.263711261749268,13.365596454994034,0.04545517786811715,0.005759720843977582,0.03969545702413957,13.643950870058966,13.464403915405274,13.284856960751583,13.764626420058518,51.78192330101494,40.72851594031637,54.10949840252865,-43.07698349734787,-1.4875437249411316,61821300.0,-42970242.41938978,56.73099824367581,0.3036400861344152,0.08977347732684576,18.847647675762456,16.504155608871244,19.69213978663994,,13.357801212636081,13.492684726582846,13.26425302932716
2010-03-05,13.568828582763672,13.601461148760187,13.346923648400105,13.483981919408581,45879700,13.321471738815308,13.384951895734,0.05476662682783662,0.01556110204074939,0.03920552478708723,13.679851529221658,13.498342323303223,13.316833117384789,13.753792245631134,55.77386171694646,43.62295881892218,47.97225205740508,-34.48289282172425,-0.14412060568131935,107701000.0,-8854406.966125205,54.10399455931748,0.30013275857910565,0.09075460295921703,17.617901342023753,19.101146631501603,18.48799296107314,,13.505737793307988,13.66455193821587,13.41001443785579
2010-03-08,13.555784225463867,13.627576168175704,13.510098104232668,13.581890046944505,35742100,13.363895034790039,13.40122164142256,0.06039722498230127,0.024528326629059766,0.0358688983532415,13.636483936177239,13.48529052734375,13.334097118510261,13.743174754692298,55.394210994788196,52.61106948598138,45.65418141507332,-36.780196923301695,-0.4791041245075567,71958900.0,-16796969.608249918,51.87167681900823,0.28708599467652923,0.0755967044167445,16.60005638711865,19.19342854806033,17.942658411186216,,13.564486165957414,13.61887422768216,13.501396163739123
2010-03-09,13.666731834411621,13.836423969769228,13.483986170598891,13.497039699054012,83168700,13.415781688690185,13.426508326469136,0.07297089633012277,0.034216840569272364,0.038754055760850406,13.728227986492172,13.516619110107422,13.305010233722673,13.222917698689317,58.012136224883236,65.88120909276557,54.038412465889714,-26.530601868676477,2.6974017726268285,155127600.0,-13716582.105600564,60.90048825160671,0.2917539807118012,0.10580443819237466,16.565980554950386,22.679309072192158,16.381531760587702,,13.662380658259913,13.840775145920935,13.488337346750598
2010-03-10,13.82989501953125,13.895161406637591,13.64714938460405,13.673256437387705,58435600,13.466036796569824,13.464926106760766,0.09500635279359848,0.04637474301413759,0.04863160977946089,13.887616617255066,13.604075241088868,13.32053386492267,13.235187824110914,61.583038282624656,74.69312502355102,64.39513453409933,-9.345845743857256,2.367165018806894,213563200.0,13963408.072585853,61.79945532553831,0.28862955509192545,0.1417706880830991,16.764651182703243,22.741413948498675,15.368205180260222,,13.79073527025763,13.934321155911208,13.686309133877668
2010-03-11,13.869062423706055,13.88211595769321,13.699370216433582,13.797269231630215,53778700,13.516944742202758,13.503415279803175,0.11431237112173598,0.05996226863565727,0.05435010248607871,13.958132577111082,13.698060417175293,13.437988257239505,13.261586767411982,62.40949407574266,85.957113751826,75.5104826227142,-3.737254034795562,3.005378847101725,267341900.0,60059279.6422617,62.514918224042304,0.2810664255324757,0.130036079967894,16.949131051330898,21.677367277128326,14.64914313759106,,13.81684953261095,13.934328848788319,13.75158310752869
2010-03-12,13.882113456726074,13.9473798700501,13.82337380921978,13.908219275143708,39584500,13.556430959701538,13.539481772843452,0.12917657192034326,0.07380512929259447,0.05537144262774879,14.016986129599141,13.760717391967773,13.504448654336406,13.286929752981006,62.69745914513935,90.48209901602125,83.71077926379944,-8.695638096465947,3.6045375901075705,306926400.0,57975843.076484025,62.600258770340666,0.2698478280537503,0.1281343688156841,17.392342288799835,22.70069465757036,14.16482066057703,,13.884289045331984,13.94520428144419,13.82119822061387
2010-03-15,13.816840171813965,13.914739120684857,13.738520265805649,13.810313409242216,34378000,13.580579376220703,13.565896858459691,0.13414322991007843,0.08587274941609127,0.04827048049398716,13.966848572449585,13.812928581237793,13.659008590026001,13.326556760005152,60.213025767269514,84.32822356227642,86.9224787767079,-17.392191715021834,1.4374594045565292,272548400.0,54156227.201718435,64.89394082383603,0.2631600442555687,0.0769599956058963,17.2585872483426,21.60744352730653,15.801639273221523,,13.823366519434822,13.908212773063996,13.731993918184788
2010-03-16,14.365079879760742,14.384660173065095,13.836424409073498,13.856003457524823,123060900,13.62267599105835,13.642009527155029,0.18024001010964064,0.10474620155480115,0.07549380855483949,14.367880045252168,13.952598190307617,13.537316335363066,13.36380614660785,70.71093161970992,85.03009239995538,86.6134716594177,-1.6483875279761635,6.328536874870072,395609300.0,168426863.32417047,68.31205146046719,0.2849214697552517,0.2076409274722753,18.763154875942867,30.36363143910277,13.53902209596836,,14.195388153966446,14.554351898859395,14.006116134867797
2010-03-17,14.515189170837402,14.586982322123042,14.29981096183329,14.397709921407374,77805900,13.674236345291138,13.725169493220017,0.2262762342252742,0.12905220808889575,0.09722402613637846,14.671447843665861,14.089657020568847,13.507866197471833,13.445474468724429,72.82515380400628,87.02879032467662,85.4623687623028,-5.2631781553660195,8.382043831401642,473415200.0,207329644.68462923,75.39148200896435,0.28508217622200177,0.2908954115485071,20.650283905192357,33.26394238642178,12.55953730004569,,14.467327484931245,14.6348440080292,14.347672647739447
2010-03-18,14.489081382751465,14.586980328948576,14.365075386980385,14.482554620357973,54458500,13.71861720085144,13.797923006508727,0.25768318188479533,0.15477840284807567,0.10290477903671966,14.818371550053206,14.21366081237793,13.608950074702653,13.55962525406429,71.85365753805829,92.57270046446565,88.21052772969921,-7.177148185628737,8.134440872047598,418956700.0,213736670.80407375,75.70780535103586,0.28056951663244384,0.3023553688376381,22.402618003781168,31.37505761037208,11.846347067670573,,14.480379032893476,14.595682678806567,14.373777736838376
2010-03-19,14.352023124694824,14.61308741913632,14.234543880982965,14.521715227294985,77998500,13.756797742843627,13.850694446335973,0.26841978203648686,0.17750667868575792,0.09091310335072894,14.815305079846752,14.30764274597168,13.799980412096609,13.662360960870165,66.8145828141264,83.50744387382012,87.70297822098746,-18.77931094323879,5.772012942414473,340958200.0,184151121.32152385,67.15246243948698,0.2875676610267947,0.2538311669375359,23.23301361603243,28.411215236386568,13.984675242678193,,14.399884808271372,14.565225735559778,14.186682197406423
2010-03-22,14.515189170837402,14.554348505696474,14.254124863688904,14.273705153544846,47405700,13.801505041122436,13.913979658193252,0.286788828206177,0.19936310858984174,0.08742571961633527,14.593740393761085,14.447312545776366,14.300884697791648,13.776448135862104,69.55216751811638,82.00189835721707,86.02734756516763,-7.042179588506599,7.0774580755817995,388363900.0,219190202.43624705,73.64906603412972,0.2884716596682786,0.07321392399235892,24.00409525598003,26.29004449755829,12.940584602064048,,14.441220846740928,14.62831682979295,14.328093187785381
2010-03-23,14.795832633972168,14.848045491400567,14.593507967043712,14.613087010546414,64740900,13.875908279418946,13.997965655886482,0.32029979501989025,0.22355044587585143,0.09674934914403882,14.822455618038287,14.533463096618652,14.244470575199017,13.87684484985501,73.58798601925231,83.01123305155728,82.84019176086484,-3.212846255080717,8.261673772785748,453104800.0,257370716.96830997,79.82324350387,0.2916419925893419,0.14449626070981728,25.507092288141042,31.36002637123741,11.881448415455852,,14.745795364138814,14.898082761233917,14.643545236877062
2010-03-24,14.63919448852539,14.795833065377735,14.567401340648283,14.704460873427054,54729000,13.932363557815552,14.059035068518758,0.33040933525117744,0.24492222375091663,0.08548711150026081,14.857817926820672,14.55826416015625,14.258710393491828,14.012812939671388,68.15776077630886,81.61397707269788,82.20903616049075,-13.912994727844515,5.851812091496056,398375800.0,237042956.06782475,80.05836930087685,0.28712697345649263,0.14977688333221065,26.7397031021413,29.57126616628386,11.85562012376963,,14.667476298183802,14.76755125571932,14.539119530989868
2010-03-25,14.586981773376465,14.834992544624436,14.560874721217328,14.808886737318064,52428700,13.988492345809936,14.109315707076636,0.33039944977661584,0.2620176689560565,0.06838178082055935,14.8694427584783,14.57784423828125,14.2862457180842,14.129745496913474,66.39888510027441,71.63128455510365,78.7521648931196,-19.13873642025127,5.176408669437427,345947100.0,194600901.8723402,73.99642016453065,0.28619774845296514,0.1457992600985253,27.985615015398682,28.521877120766852,11.041708026544008,,14.66094967973941,14.761024638261492,14.486906814854384
2010-03-26,14.515189170837402,14.743620906412142,14.40423668469269,14.639195183552742,45700500,14.04429497718811,14.147970322672899,0.3208994236350069,0.2737940198918466,0.0471054037431603,14.81811746607765,14.610477447509766,14.402837428941881,14.230307496141666,63.95499104907368,55.786859384420175,69.67737367074058,-24.40189480671125,4.560369831904776,300246600.0,178781485.13170275,68.99846623057476,0.2899967822577142,0.10382000928394239,28.148904439024204,26.130036178548444,13.986186774748887,,14.554348920647412,14.704461156602134,14.365076934882682
2010-03-29,14.573932647705078,14.678358398166083,14.528246537485032,14.632672287946036,34467900,14.091939449310303,14.188538163152154,0.31448549904473033,0.28193231572242333,0.032553183322307,14.812926911933207,14.622226142883301,14.431525373833395,14.316790815477912,65.08731191230909,46.546436224128506,57.98819338788412,-22.82569176002297,5.479490726364222,334714500.0,165293996.29054353,67.32574081960718,0.2809376711913546,0.09535038452495267,28.30053033239076,25.042693290337848,13.40418296048731,,14.593512527785398,14.658778518085764,14.508666657404714
2010-03-30,14.580463409423828,14.710996255707528,14.476037630338263,14.619622765367547,37886300,14.14545817375183,14.22586437708279,0.30639743656501395,0.28682533989094144,0.019572096674072503,14.658078140264143,14.579152297973632,14.500226455683121,14.391166470107084,65.21812951295173,41.034471828053334,47.78925581220068,-23.29484126699166,1.4993549041557586,372600800.0,161084318.18898752,61.79231478681901,0.2776534536326339,0.03946292114525577,28.106764340959785,23.524639031485258,13.938614282696252,,14.589165765156539,14.702293899974814,14.46733527460555
2010-03-31,14.54782772064209,14.684886059669461,14.489088076815154,14.567406772015591,45983800,14.203218841552735,14.256527552659866,0.2939655100292011,0.2882533739185934,0.005712136110607724,14.613742527103177,14.560878944396972,14.508015361690767,14.455129533088172,63.929006171695036,37.49399663286903,41.69163489501696,-27.05821948279753,0.22485790175068576,326617000.0,142690915.132136,55.67518425958562,0.27180663429132484,0.026431791353102897,27.926838777488165,22.31090123130616,13.219460929721016,,14.573933952375569,14.658779827935984,14.462981845081677
2010-04-01,14.61308479309082,14.776250103401713,14.48908005354836,14.619611554885559,45491000,14.263916254043579,14.290485385081862,0.28608105473318624,0.28781891008151195,-0.001737855348325712,14.631832446648097,14.566099548339844,14.50036665003159,14.476037630338263,65.40166068813815,43.461884276550364,40.66345091249091,-21.176688270765812,0.8558403881075316,372108000.0,136487435.60585365,56.12031470689467,0.272904021117184,0.03286644915412705,28.12124305576541,23.02707623733166,12.22334986193941,,14.626138316680297,14.763196579812234,14.476026529958881
2010-04-05,14.743623733520508,14.782783075888434,14.580458354658928,14.671830568468437,34942900,14.32265601158142,14.333641418266495,0.28705695475225923,0.2876665190156614,-0.0006095642634021958,14.750025434544794,14.611786460876464,14.473547487208135,14.48908005354836,68.1986185980582,58.90284542120634,46.61957544354191,-10.322220414767774,2.7285394220963655,407050900.0,157904148.8293398,60.375562285052894,0.26786264255377834,0.06911948683416431,28.32756878029658,21.956379253519867,11.562302123529403,,14.702288388022623,14.824118421386318,14.621793700156813
